"Country Name","Country Code","Continent","Series Name","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024"
"Afghanistan","AFG","Asia","Population, total",9035043,9214083,9404406,9604487,9814318,10036008,10266395,10505959,10756922,11017409,11290128,11567667,11853696,12157999,12469127,12773954,13059851,13340756,13611441,13655567,13169311,11937581,10991378,10917982,11190221,11426852,11420074,11387818,11523298,11874088,12045660,12238879,13278974,14943172,16250794,17065836,17763266,18452091,19159996,19887785,20130327,20284307,21378117,22733049,23560654,24404567,25424094,25909852,26482622,27466101,28284089,29347708,30560034,31622704,32792523,33831764,34700612,35688935,36743039,37856121,39068979,40000412,40578842,41454761,NA
"Albania","ALB","Europe","GDP (current US$)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1578102105.26316,1808177156.17716,1861163170.16317,1881412587.41259,1857337995.338,1897050116.55012,2097326250,2080796250,2051236250,2253090000,2028553750,1099559027.77778,652174990.837304,1185315468.46295,1880950864.41311,2392764853.42107,3199640815.4163,2258513974.0968,2545964540.88383,3212121650.97755,3480355258.04122,3922100793.5403,4348068242.19512,5611496257.14231,7184685781.51876,8052077248.14638,8896075004.63516,10677324852.8822,12881352893.6855,12044205549.6571,11926926615.8015,12890760315.146,12319834195.331,12776224496.9718,13228147516.1168,11386853113.0189,11861199830.8396,13019726211.7369,15379509891.7196,15585105131.0644,15241458744.8688,18032010563.7558,19017242585.7803,23547179830.4413,NA
"Albania","ALB","Europe","Life expectancy at birth, female (years)",58.877,59.995,61.047,62.086,63.048,63.934,64.814,65.642,66.476,67.237,67.946,68.612,69.246,69.844,70.4,70.918,71.399,71.852,72.269,72.597,72.967,73.287,73.618,73.97,74.329,74.684,75.138,75.477,75.726,75.956,76.195,76.452,76.72,77,77.206,77.407,77.533,77.052,77.725,77.822,77.926,78.031,78.142,78.329,78.753,79.303,79.943,80.584,81.076,81.282,81.108,80.916,80.589,80.387,80.267,80.451,80.625,80.795,81.001,81.06,80.345,79.002,80.781,81.446,NA
"Albania","ALB","Europe","Life expectancy at birth, male (years)",54.005,55.028,56,56.938,57.824,58.677,59.543,60.364,61.151,61.888,62.581,63.246,63.87,64.442,64.954,65.425,65.861,66.271,66.625,66.828,67.04,67.21,67.441,67.658,67.867,68.115,68.437,68.727,68.94,69.174,69.412,69.705,70.014,70.38,70.566,70.734,70.798,69.866,71.092,71.405,71.804,72.204,72.529,72.864,73.242,73.663,74.183,74.922,75.531,75.842,75.825,75.792,75.66,75.666,75.83,76.281,76.662,76.997,77.448,77.834,75.429,74.742,76.751,77.728,NA
"Albania","ALB","Europe","Life expectancy at birth, total (years)",56.413,57.488,58.494,59.479,60.404,61.273,62.149,62.976,63.788,64.538,65.234,65.896,66.526,67.107,67.633,68.12,68.57,68.992,69.367,69.617,69.903,70.145,70.425,70.705,70.984,71.282,71.665,71.981,72.217,72.457,72.71,73.001,73.303,73.638,73.837,74.022,74.113,73.383,74.357,74.568,74.826,75.083,75.299,75.557,75.951,76.427,76.994,77.691,78.248,78.509,78.414,78.303,78.084,77.995,78.029,78.358,78.643,78.9,79.238,79.467,77.824,76.844,78.769,79.602,NA
"Albania","ALB","Europe","Literacy rate, adult female (% of females ages 15 and above)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98,NA,NA,NA,NA,NA,NA,95,NA,NA,96,96,NA,NA,NA,NA,99.0490417480469,NA,NA,NA,NA,98.3000030517578,NA,NA
"Albania","ALB","Europe","Literacy rate, adult male (% of males ages 15 and above)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99,NA,NA,NA,NA,NA,NA,97,NA,NA,98,98,NA,NA,NA,NA,98.5719985961914,NA,NA,NA,NA,98.6999969482422,NA,NA
"Albania","ALB","Europe","Literacy rate, adult total (% of people ages 15 and above)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99,NA,NA,NA,NA,NA,NA,96,NA,NA,97,97,NA,NA,NA,NA,98.8162307739258,NA,NA,NA,NA,98.5,NA,NA
"Albania","ALB","Europe","Literacy rate, youth female (% of females ages 15-24)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99,NA,NA,NA,99.4899978637695,NA,NA,99,96.6100006103516,NA,99,99,NA,NA,NA,NA,99.5255584716797,NA,NA,NA,NA,99.9000015258789,NA,NA
"Albania","ALB","Europe","Literacy rate, youth male (% of males ages 15-24)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99,NA,NA,NA,NA,NA,NA,99,94.8199996948242,NA,99,99,NA,NA,NA,NA,98.5899887084961,NA,NA,NA,NA,99.0999984741211,NA,NA
"Albania","ALB","Europe","Literacy rate, youth total (% of people ages 15-24)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99,NA,NA,NA,NA,NA,NA,99,95.6800003051758,NA,99,99,NA,NA,NA,NA,99.0240631103516,NA,NA,NA,NA,99.5,NA,NA
"Albania","ALB","Europe","Population, total",1608800,1659800,1711319,1762621,1814135,1864791,1914573,1965598,2022272,2081695,2135479,2187853,2243126,2296752,2350124,2404831,2458526,2513546,2566266,2617832,2671997,2726056,2784278,2843960,2904429,2964762,3022635,3083605,3142336,3227943,3286542,3266790,3247039,3227287,3207536,3187784,3168033,3148281,3128530,3108778,3089027,3060173,3051010,3039616,3026939,3011487,2992547,2970017,2947314,2927519,2913021,2905195,2900401,2895092,2889104,2880703,2876101,2873457,2866376,2854191,2837849,2811666,2777689,2745972,NA
"Algeria","DZA","Africa","GDP (current US$)",2723615451.30098,2434747055.94018,2001444543.91885,2702982017.63803,2909316435.2874,3136284306.85469,3039859187.45164,3370870376.29682,3852147026.77302,4257253264.08834,4863526896.57407,5077183093.88968,6766743956.88889,8707858912.12481,13209871625.9044,15557902754.033,17728240932.3158,20972113684.9558,26364491313.4471,33243706859.6596,42345829079.2062,44348590460.9288,45207167470.3497,48801369800.3675,53698548293.0745,57937868670.1937,63692007897.3834,66745818375.493,59089396860.4342,55634721572.7343,62048507531.3357,45715676428.2766,48003133346.9957,49945584452.6506,42543176828.9237,41764291671.7711,46941554225.3581,48177612042.1507,48187781984.4881,48640671734.9711,54790398570.3282,59413400923.6364,61516103406.1688,73482264190.9245,91913680985.1708,107046618669.707,123084258693.01,142482739809.849,180383848331.135,150317292079.359,177785053939.531,218331946925.304,227143746075.934,229701430292.157,238942664192.59,187493855609.345,180763839522.151,189880896903.073,194554483655.528,193459662090.677,164873415325.201,186231205262.082,225638456572.143,247626161016.414,NA
"Algeria","DZA","Africa","Life expectancy at birth, female (years)",43.858,43.77,42.706,43.607,43.429,43.27,43.155,43.122,43.189,43.381,43.738,44.234,44.894,45.679,46.607,47.669,48.903,50.279,51.822,53.78,56.031,59.084,61.247,62.742,64.086,65.431,66.486,67.189,67.657,68.079,68.242,68.512,68.727,69.139,69.219,69.535,69.918,70.517,71.031,71.51,71.944,72.295,72.842,73.027,73.642,73.962,74.283,74.556,74.827,75.074,75.319,75.547,75.769,75.986,76.183,76.377,76.57,76.75,76.928,77.091,74.943,76.65,77.592,77.696,NA
"Algeria","DZA","Africa","Life expectancy at birth, male (years)",38.225,38.194,36.813,42.674,42.543,42.426,42.347,42.343,42.426,42.606,42.926,43.344,43.895,44.553,45.337,46.221,47.219,48.286,49.493,51.142,53.104,55.876,58.048,59.848,61.427,62.938,64.116,65.113,66.179,66.856,67.088,66.901,66.77,66.548,65.524,66.003,66.65,67.324,67.75,68.754,69.289,69.823,70.505,70.837,71.478,71.76,72.003,72.192,72.464,72.721,73.017,73.266,73.493,73.68,73.85,73.992,74.106,74.177,74.255,74.35,71.733,73.845,74.74,74.895,NA
"Algeria","DZA","Africa","Life expectancy at birth, total (years)",40.839,40.792,39.527,43.143,42.987,42.846,42.745,42.731,42.806,42.991,43.328,43.782,44.384,45.102,45.953,46.921,48.034,49.249,50.615,52.409,54.512,57.422,59.594,61.251,62.722,64.155,65.273,66.13,66.91,67.461,67.658,67.692,67.725,67.797,67.284,67.691,68.219,68.859,69.327,70.088,70.576,71.025,71.644,71.906,72.536,72.836,73.116,73.346,73.618,73.871,74.144,74.383,74.609,74.809,74.992,75.159,75.31,75.431,75.555,75.682,73.257,75.208,76.129,76.261,NA
"Algeria","DZA","Africa","Literacy rate, adult female (% of females ages 15 and above)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,NA,NA,NA,64,NA,68,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.3229675292969,74.2101974487305,NA,NA,NA,NA,NA
"Algeria","DZA","Africa","Literacy rate, adult male (% of males ages 15 and above)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79,NA,NA,NA,81,NA,83,NA,NA,NA,NA,NA,NA,NA,NA,NA,87.4229583740234,NA,NA,NA,NA,NA,NA
"Algeria","DZA","Africa","Literacy rate, adult total (% of people ages 15 and above)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,NA,NA,NA,73,NA,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.4078369140625,NA,NA,NA,NA,NA,NA
"Algeria","DZA","Africa","Literacy rate, youth female (% of females ages 15-24)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86,NA,NA,NA,89,NA,92,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.2521591186523,97.9897003173828,NA,NA,NA,NA,NA
"Algeria","DZA","Africa","Literacy rate, youth male (% of males ages 15-24)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94,NA,NA,NA,94,NA,96,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.5940628051758,64.7900009155273,NA,NA,NA,NA,NA
"Algeria","DZA","Africa","Literacy rate, youth total (% of people ages 15-24)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,NA,NA,NA,92,NA,94,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.4265213012695,74.0299987792969,NA,NA,NA,NA,NA
"Algeria","DZA","Africa","Population, total",11424922,11628883,11800771,11982118,12179813,12365976,12590069,12876118,13172614,13475960,13783719,14098936,14427072,14771147,15133502,15678596,16409170,17015994,17506974,18036655,18607174,19220704,19872348,20558115,21271969,22008544,22745499,23443624,24109536,24754485,25375810,25987928,26628568,27277048,27887279,28470191,29033044,29579301,30054133,30474354,30903893,31331221,31750835,32175818,32628286,33109249,33623506,34189416,34816961,35490445,36188236,36903376,37646166,38414171,39205031,40019529,40850721,41689299,42505035,43294546,44042091,44761099,45477389,46164219,NA
"American Samoa","ASM","North America","GDP (current US$)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.12e+08,5.24e+08,5.09e+08,5e+08,4.93e+08,5.18e+08,5.6e+08,6.75e+08,5.73e+08,5.7e+08,6.4e+08,6.38e+08,6.43e+08,6.73e+08,6.71e+08,6.12e+08,6.39e+08,6.47e+08,7.21e+08,7.5e+08,8.71e+08,NA,NA
"American Samoa","ASM","North America","Life expectancy at birth, female (years)",67.107,67.916,68.427,68.567,68.454,68.211,58.583,68.019,68.128,68.465,69.02,69.696,70.294,70.698,71.04,71.331,71.59,71.822,72.031,72.24,72.538,72.875,73.07,73.187,73.275,73.511,73.887,74.291,74.663,74.852,75.242,75.551,75.784,75.662,75.554,75.422,75.322,75.246,74.89,74.591,74.351,74.483,74.657,74.59,75.125,75.125,75.043,74.947,75.03,73.123,75.199,75.286,75.372,75.418,75.296,75.268,75.305,75.588,75.687,75.723,75.682,75.73,75.794,75.838,NA
"American Samoa","ASM","North America","Life expectancy at birth, male (years)",63.176,63.628,63.888,64.06,64.101,64.044,58.033,63.852,63.83,63.918,64.046,64.258,64.541,64.96,65.289,65.594,65.795,66.03,66.198,66.451,66.747,67.054,67.343,67.593,67.819,68.007,68.017,67.934,67.771,67.739,67.772,67.883,68.034,68.161,68.285,68.375,68.468,68.571,68.713,68.822,68.911,69.041,69.231,69.183,69.791,69.973,70.061,70.072,70.116,68.789,70.24,70.296,70.309,70.379,70.33,70.294,70.24,70.304,70.211,70.105,69.995,70.023,70.055,70.202,NA
"American Samoa","ASM","North America","Life expectancy at birth, total (years)",65.053,65.648,66.008,66.161,66.135,65.996,58.284,65.807,65.847,66.05,66.364,66.77,67.186,67.604,67.95,68.256,68.475,68.701,68.881,69.114,69.413,69.731,69.975,70.163,70.326,70.532,70.704,70.828,70.883,70.929,71.107,71.312,71.511,71.54,71.569,71.565,71.576,71.606,71.542,71.484,71.443,71.573,71.755,71.698,72.277,72.382,72.397,72.365,72.43,70.839,72.587,72.662,72.709,72.769,72.687,72.654,72.64,72.801,72.794,72.751,72.672,72.708,72.752,72.852,NA
"American Samoa","ASM","North America","Literacy rate, adult female (% of females ages 15 and above)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"American Samoa","ASM","North America","Literacy rate, adult male (% of males ages 15 and above)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"American Samoa","ASM","North America","Literacy rate, adult total (% of people ages 15 and above)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"American Samoa","ASM","North America","Literacy rate, youth female (% of females ages 15-24)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"American Samoa","ASM","North America","Literacy rate, youth male (% of males ages 15-24)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"American Samoa","ASM","North America","Literacy rate, youth total (% of people ages 15-24)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"American Samoa","ASM","North America","Population, total",20133,20666,21298,21966,22673,23406,24136,24863,25614,26375,27026,27533,27995,28436,28875,29390,29959,30521,31076,31611,32403,33584,34909,36271,37667,39103,40571,42072,43615,45191,46640,47882,49038,50159,51251,52316,53353,54362,55334,56248,56855,57053,57062,56971,56818,56617,56374,56113,55828,55528,55228,54895,54489,54006,53466,52878,52245,51586,50908,50209,49761,49225,48342,47521,NA
"Andorra","AND","Europe","GDP (current US$)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78617711.0965325,89406608.1458151,113414397.365635,150841639.297444,186557081.998137,220112572.205331,227283850.831271,253997897.226968,308020261.164149,411548748.354729,446377776.798001,388983266.199886,375914743.581006,327850042.515872,330073080.637098,346742714.675152,481996012.869071,611299924.540506,721425939.15155,795489582.04491,1028989692.06787,1106891361.53948,1209992020.29543,1007090269.86956,1017544068.8408,1178745282.8678,1224024139.21295,1180645571.8643,1211953994.05714,1240295198.78331,1432606188.69324,1548265808.05802,1764279824.29752,2366941808.94404,2900245324.49221,3161084091.11674,3459337986.88383,3957625367.21959,4102319399.02343,3688976340.7549,3449925738.86069,3629133574.27783,3188652765.36184,3193512950.02419,3271685596.66321,2789881258.50362,2896610479.73077,3000162081.11976,3218419896.9641,3155149347.80639,2891001149.3611,3324647529.381,3380612573.32922,3785067331.7625,NA
"Andorra","AND","Europe","Life expectancy at birth, female (years)",75.081,75.744,76.372,76.871,77.352,77.688,77.909,77.979,78.002,77.988,78.075,78.193,78.461,78.751,79.072,79.391,79.785,80.154,80.569,80.975,81.37,81.69,81.971,82.196,82.404,82.571,82.775,82.96,83.117,83.235,83.387,83.471,83.609,83.823,84.085,84.294,84.51,84.713,84.864,85.068,85.098,85.167,85.13,85.116,84.979,85.272,85.593,85.976,86.292,86.611,86.684,86.692,86.669,86.652,86.626,86.584,86.468,86.322,86.196,86.101,83.84,84.678,86.075,86.107,NA
"Andorra","AND","Europe","Life expectancy at birth, male (years)",69.109,69.454,69.735,69.924,70.175,70.386,70.583,70.741,70.934,71.111,71.353,71.583,71.855,72.084,72.311,72.514,72.787,73.054,73.357,73.663,73.956,74.199,74.403,74.548,74.654,74.719,74.79,74.845,75.033,75.281,75.815,76.367,77.021,77.549,78.071,78.207,78.392,78.479,78.577,78.856,79.353,79.778,80.266,80.734,80.99,81.24,81.501,81.676,81.846,82.037,82.138,82.188,82.271,82.361,82.493,82.581,82.569,82.462,82.359,82.183,75.823,80.216,82.083,82.1,NA
"Andorra","AND","Europe","Life expectancy at birth, total (years)",72.094,72.573,72.993,73.298,73.624,73.856,74.02,74.119,74.22,74.296,74.452,74.615,74.864,75.096,75.34,75.567,75.869,76.154,76.488,76.819,77.137,77.391,77.617,77.787,77.916,78.006,78.107,78.189,78.364,78.557,78.961,79.346,79.794,80.186,80.587,80.804,81.009,81.145,81.28,81.55,81.863,82.162,82.448,82.718,82.815,83.086,83.374,83.632,83.855,84.1,84.197,84.296,84.334,84.406,84.485,84.532,84.489,84.359,84.242,84.098,79.418,82.331,84.016,84.041,NA
"Andorra","AND","Europe","Literacy rate, adult female (% of females ages 15 and above)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Andorra","AND","Europe","Literacy rate, adult male (% of males ages 15 and above)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
